ID do Procedimento;Descrição do Procedimento
30212049;Esvaziamento cervical bilateral
30212030;Esvaziamento cervical unilateral
30212057;Esvaziamento recorrencial (especificar o lado)
30212065;Exérese de cisto branquial
30212073;Exérese de cisto tireoglosso
30212081;Exérese de tumor benigno, cisto ou fístula cervical
30212090;Linfadenectomia profunda - biópsia excisional de linfonodo cervical (único ou múltiplo)
30212103;Linfadenectomia superficial - biópsia incisional de linfonodo cervical
30212111;Neuroblastoma cervical - exérese
30212120;Punção-biópsia de pescoço
30212138;Reconstrução de esôfago cervical
30212146;Ressecção de tumor de corpo carotídeo
30212154;Retração cicatricial cervical - por estágio
30212162;Retração cicatricial cervical com emprego de expansores de tecido - por estágio
30212170;Torcicolo congênito - tratamento cirúrgico
30212189;Tratamento cirúrgico da lipomatose cervical
30212197;Tratamento cirúrgico de fístula com retalho cutâneo
30213010;Biópsia de tireóide
30213029;Bócio mergulhante: extirpação por acesso cérvico-torácico
30213037;Istmectomia ou nodulectomia
30213045;Tireoidectomia parcial
30213053;Tireoidectomia total
30214017;Biópsia de paratireóide
30214025;Paratireoidectomia com toracotomia
30214068;Paratireoidectomia total com reimplante primário de paratireóide
30214033;Reimplante de paratireóide
30214041;Tratamento cirúrgico do hiperparatireoidismo primário de glândula única
30214050;Tratamento cirúrgico do hiperparatireoidismo secundário, paratireoidectomia subtotal ou de múltiplas paratireóides
30215013;Cranioplastia
30215021;Craniotomia descompressiva
30215030;Craniotomia para tumores ósseos
30215048;Reconstrução craniana ou craniofacial
30215056;Retirada de cranioplastia
30215072;Tratamento cirúrgico da craniossinostose
30215080;Tratamento cirúrgico da fratura do crânio - afundamento
30215099;Tratamento cirúrgico da osteomielite de crânio
30301017;Abscesso de pálpebra - drenagem
30301025;Biópsia de pálpebra
30301033;Blefarorrafia
30301041;Calázio
30301050;Cantoplastia lateral
30301068;Cantoplastia medial
30301076;Coloboma - com plástica
30301084;Correção cirúrgica de ectrópio ou entrópio
30301092;Correção de bolsas palpebrais - unilateral
30301106;Dermatocalaze ou blefarocalaze - unilateral
30301114;Epicanto - correção cirúrgica - unilateral
30301122;Epilação
30301130;Epilação de cílios (diatermo-coagulação)
30301149;Fissura palpebral - correção cirúrgica
30301157;Lagoftalmo - correção cirúrgica
30301165;Pálpebra - reconstrução parcial (com ou sem ressecção de tumor)
30301173;Pálpebra - reconstrução total (com ou sem ressecção de tumor) - por estágio
30301181;Ptose palpebral - correção cirúrgica - unilateral
30301190;Ressecção de tumores palpebrais
30301203;Retração palpebral
30301211;Simbléfaro com ou sem enxerto - correção cirúrgica
30301220;Supercílio - reconstrução total
30301238;Sutura de pálpebra
30301246;Tarsorrafia
30301254;Telecanto - correção cirúrgica - unilateral
30301262;Triquíase com ou sem enxerto
30301270;Xantelasma palpebral - exérese - unilateral
30302013;Correção da enoftalmia
30302021;Descompressão de órbita ou nervo ótico
30302030;Exenteração com osteotomia
30302048;Exenteração de órbita
30302056;Exérese de tumor com abordagem craniofacial oncológica (tempo facial) pálpebra, cavidade orbitária e olhos
30302064;Fratura de órbita - redução cirúrgica
30302072;Fratura de órbita - redução cirúrgica e enxerto ósseo
30302080;Implante secundário de órbita
30302099;Microcirurgia para tumores orbitários
30302102;Reconstituição de paredes orbitárias
30302110;Reconstrução parcial da cavidade orbital - por estágio
30302129;Reconstrução total da cavidade orbital - por estágio
30302137;Tumor de órbita - exérese
30303010;Autotransplante conjuntival
30303028;Biópsia de conjuntiva
30303117;Crioterapia conjuntival
30303036;Enxerto de membrana amniótica
30303044;Infiltração subconjuntival
30303052;Plástica de conjuntiva
30303060;Pterígio - exérese
30303079;Reconstituição de fundo de saco
30303125;Reconstrução de superfície ocular com membrana amniótica
30303087;Sutura de conjuntiva
30303095;Transplante de limbo
30303109;Tumor de conjuntiva - exérese
30304016;Cauterização de córnea
30304024;Ceratectomia superficial - monocular
30304032;Corpo estranho da córnea - retirada
30304156;Cross-linking (CXL) de colágeno corneano
30304105;Delaminação corneana com fotoablação estromal - LASIK
30304091;Fotoablação de superfície convencional - PRK
30304083;Implante de anel intra-estromal
30304148;Planejamento personalizado da ablação refrativa com base na análise da frente de onda ocular total ou da córnea (monocular)
30304130;Preparo da membrana amniótica para procedimentos oftalmológicos
30304040;PTK ceratectomia fototerapêutica - monocular
30304059;Recobrimento conjuntival
30304067;Sutura de córnea (com ou sem hérnia de íris)
30304075;Tarsoconjuntivoceratoplastia
30304113;Transplante lamelar anterior
30304121;Transplante lamelar posterior
30305012;Paracentese da câmara anterior
30305020;Reconstrução da câmara anterior
30305039;Remoção de hifema
30305047;Retirada de corpo estranho da câmara anterior
30306019;Capsulotomia YAG ou cirúrgica
30306027;Facectomia com lente intra-ocular com facoemulsificação
30306035;Facectomia com lente intra-ocular sem facoemulsificação
30306043;Facectomia sem implante
30306051;Fixação iriana de lente intra-ocular
30306086;Implante refrativo de lente intraocular fácica
30306060;Implante secundário / explante / fixação escleral ou iriana
30306078;Remoção de pigmentos da lente intra-ocular com yag-laser
30306094;Reposicionamento de lentes intraoculares
30307015;Biópsia de tumor via pars plana
30307023;Biópsia de vítreo via pars plana
30307031;Endolaser/Endodiatermia
30307040;Implante de silicone intravítreo
30307058;Infusão de perfluocarbono
30307139;Infusão intravítrea de medicamento anti-inflamatório
30307066;Membranectomia EPI ou sub-retiniana
30307074;Retirada de corpo estranho
30307082;Retirada de óleo de silicone via pars plana
30307147;Tratamento ocular quimioterápico com antiangiogênico (por sessão)
30307090;Troca fluido gasosa
30307104;Vitrectomia a céu aberto - ceratoprótese
30307112;Vitrectomia anterior
30307120;Vitrectomia vias pars plana
30308011;Biópsia de esclera
30308020;Enxerto de esclera (qualquer técnica)
30308038;Sutura de esclera
30309018;Enucleação ou evisceração com ou sem implante
30309026;Injeção retrobulbar
30309034;Reconstituição de globo ocular com lesão de estruturas intra-oculares
30310016;Biópsia de íris e corpo ciliar
30310024;Cicloterapia - qualquer técnica
30310121;Cirurgia antiglaucomatosa via angular (com ou sem implante de drenagem)
30310040;Cirurgia fistulizante com implante de drenagem
30310032;Cirurgias fistulizantes antiglaucomatosas
30310059;Drenagem de descolamento de coróide
30310067;Fototrabeculoplastia (laser)
30310075;Goniotomia ou trabeculotomia
30310083;Iridectomia (laser ou cirúrgica)
30310091;Iridociclectomia
30310130;Iridoplastia periférica a laser
30310156;Revisão de cirurgia fistulizante antiglaucomatosa
30310105;Sinequiotomia (cirúrgica)
30310113;Sinequiotomia (laser)
30310148;Sutura de íris - pupiloplastia
30311012;Biópsia de músculos
30311020;Cirurgia com sutura ajustável
30311063;Cirurgia de nistagmo
30311039;Estrabismo ciclo vertical/transposição - monocular
30311047;Estrabismo horizontal - monocular
30311055;Injeção de toxina botulínica - monocular
30312019;Aplicação de placa radiativa episcleral
30312027;Biópsia de retina
30312035;Exérese de tumor de coróide e/ou corpo ciliar
30312140;Fármaco modulação com anti-angiogênico para retinopatia diabética e obstrução venosa retiniana
30312043;Fotocoagulação (laser) - por sessão  - monocular
30312132;Implante intravítreo de polímero farmacológico de liberação controlada
30312051;Infusão de gás expansor
30312060;Pancrioterapia periférica
30312124;Panfotocoagulação na retinopatia da prematuridade - binocular
30312078;Remoção de implante episcleral
30312086;Retinopexia com introflexão escleral
30312094;Retinopexia pneumática
30312108;Retinopexia profilática (criopexia)
30312116;Retinotomia relaxante
30312159;Termoterapia transpupilar
30313015;Cirurgia da glândula lacrimal
30313023;Dacriocistectomia - unilateral
30313031;Dacriocistorrinostomia com ou sem intubação - unilateral
30313040;Fechamento dos pontos lacrimais
30313058;Reconstituição de vias lacrimais com silicone ou outro material
30313066;Sondagem das vias lacrimais - com ou sem lavagem
30401011;Biópsia de pavilhão auricular
30401020;Exérese de tumor com abordagem craniofacial oncológica pavilhão auricular (tempo facial)
30401038;Exérese de tumor com fechamento primário
30401046;Outros defeitos congênitos que não a microtia
30401054;Reconstrução  de orelha - retoques
30401062;Reconstrução de unidade anatômica do pavilhão auricular - por estágio
30401070;Reconstrução total de orelha - único estágio
30401089;Ressecção de tumor de pavilhão auricular, incluindo parte do osso temporal
30401097;Ressecção subtotal ou total de orelha
30401100;Tratamento cirúrgico de sinus pré-auricular
30402018;Aspiração auricular
30402026;Biópsia (orelha externa)
30402034;Cisto pré-auricular (coloboma auris) - exérese-unilateral
30402042;Corpos estranhos, pólipos ou biópsia - em consultório
30402050;Corpos estranhos, pólipos ou biópsia - em hospital sob anestesia geral
30402069;Estenose de conduto auditivo externo - correção
30402077;Furúnculo - drenagem (ouvido)
30402085;Pericondrite de pavilhão - tratamento cirúrgico com desbridamento
30402093;Tumor benigno de conduto auditivo externo - exérese
30403014;Cauterização de membrana timpânica
30403030;Estapedectomia ou estapedotomia
30403049;Exploração e descompressão parcial do nervo facial intratemporal
30403057;Fístula perilinfática - fechamento cirúrgico
30403065;Glomus jugular - ressecção
30403073;Glomus timpânicus - ressecção
30403081;Mastoidectomia simples ou radical modificada
30403090;Ouvido congênito - tratamento cirúrgico
30403103;Paracentese do tímpano - miringotomia, unilateral - em consultório
30403162;Paracentese do tímpano, unilateral, em hospital - anestesia geral
30403111;Tímpano-mastoidectomia
30403120;Timpanoplastia com reconstrução da cadeia ossicular
30403138;Timpanoplastia tipo I - miringoplastia - unilateral
30403146;Timpanotomia exploradora - unilateral
30403154;Timpanotomia para tubo de ventilação - unilateral
30404177;Cirurgia para prótese auditiva percutânea ancorada no osso - unilateral (primeira implantação ou substituição)
30404010;"Doença de Meniere - tratamento cirúrgico - descompressão do saco endolinfático ou ""shunt"""
30404029;Enxerto parcial intratemporal do nervo facial - do foramem estilo-mastóideo ao gânglio geniculado
30404037;Enxerto parcial intratemporal do nervo facial - do gânglio geniculado ao meato acústico interno
30404045;Enxerto total do nervo facial intratemporal
30404053;Exploração e descompressão total do nervo facial (transmastóideo, translabiríntico, fossa média)
30404070;Injeção de drogas intratimpânicas
30404088;Labirintectomia (membranosa ou óssea) - sem audição
30404096;Neurectomia vestibular para fossa média ou posterior
30404100;Neurectomia vestibular translabiríntica - sem audição
30404185;Neurotelemtria transoperatória do implante coclear unilateral
30404150;Procedimento cirúrgico de implante coclear unlitareal (primeira implantação ou substituição)
